time,value,parameter_id,station_id
1981-01-01 00:00,0,9,160
1981-01-01 00:00,32.5,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0.8,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,4,9,160
1981-01-01 00:00,0.5,9,160
1981-01-01 00:00,2.2,9,160
1981-01-01 00:00,4.7,9,160
1981-01-01 00:00,6.1,9,160
1981-01-01 00:00,0.3,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,30,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,24.8,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,10.5,9,160
1981-01-01 00:00,0.6,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,32.1,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,12.6,9,160
1981-01-01 00:00,4.3,9,160
1981-01-01 00:00,73.7,9,160
1981-01-01 00:00,89.6,9,160
1981-01-01 00:00,3.4,9,160
1981-01-01 00:00,5.5,9,160
1981-01-01 00:00,0.8,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0.1,9,160
1981-01-01 00:00,1.8,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,9.1,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0.3,9,160
1981-01-01 00:00,0.5,9,160
1981-01-01 00:00,2.5,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,3.3,9,160
1981-01-01 00:00,2.1,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,4.1,9,160
1981-01-01 00:00,4.7,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,1.5,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,30.6,9,160
1981-01-01 00:00,220.4,9,160
1981-01-01 00:00,90.4,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0.4,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,1.5,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,17.7,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0.4,9,160
1981-01-01 00:00,1.5,9,160
1981-01-01 00:00,20.1,9,160
1981-01-01 00:00,17.5,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,1.7,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,39.9,9,160
1981-01-01 00:00,38.3,9,160
1981-01-01 00:00,1.3,9,160
1981-01-01 00:00,1,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,4.8,9,160
1981-01-01 00:00,44.5,9,160
1981-01-01 00:00,70.6,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,2.6,9,160
1981-01-01 00:00,10.6,9,160
1981-01-01 00:00,0.2,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
1981-01-01 00:00,0,9,160
